Positionarray,Intensity,Time,Bleachtimepoint
,175.699,,
,142.244,,
,142.630,,
,79.651,,
,97.302,,
,120.261,,
,97.080,,
,80.541,,
,109.201,,
,75.819,,
,114.123,,
,122.803,,
,48.365,,
,53.224,,
,73.339,,
,69.115,,
,94.121,,
,118.715,,
,66.886,,
,120.437,,
,134.708,,
,93.850,,
,107.356,,
,68.330,,
,115.971,,
,93.816,,
,85.143,,
,46.910,,
,63.375,,
,70.552,,
,83.244,,
,52.942,,
,67.402,,
,102.700,,
,69.406,,
,99.493,,
,93.215,,
,89.740,,
,46.055,,
,47.400,,
,78.061,,
,93.410,,
,96.863,,
,42.763,,
,36.896,,
,58.364,,
,54.859,,
,40.276,,
,44.447,,
,44.686,,
,41.616,,
,55.519,,
,47.398,,
,35.893,,
,43.780,,
,53.135,,
,41.776,,
,58.965,,
,41.429,,
,26.068,,
,20.175,,
,54.076,,
,47.170,,
,36.075,,
,54.117,,
,65.873,,
,94.349,,
,52.799,,
,78.539,,
,78.564,,
,43.245,,
,28.175,,
,79.486,,
,48.018,,
,67.054,,
,48.034,,
,76.079,,
,49.984,,
,34.643,,
,33.468,,
,56.393,,
,59.546,,
,42.360,,
,34.853,,
,62.741,,
,45.545,,
,60.440,,
,47.030,,
,29.160,,
,37.974,,
,50.430,,
,53.096,,
,37.699,,
,40.036,,
,55.040,,
,52.017,,
,67.815,,
,34.759,,
,41.085,,
,57.642,,
,65.189,,
,50.896,,
,56.128,,
,63.515,,
,44.133,,
,70.768,,
,51.681,,
,47.644,,
,52.723,,
,25.087,,
,73.298,,
,40.023,,
,42.452,,
,71.723,,
,34.590,,
,53.396,,
,52.183,,
,31.878,,
,47.027,,
,11.387,,
,40.465,,
,36.326,,
,30.751,,
,33.666,,
,30.112,,
,43.201,,
,33.438,,
,35.597,,
,30.577,,
,47.615,,
,42.828,,
,51.937,,
,41.403,,
,42.095,,
,22.977,,
,67.494,,
,62.812,,
,39.963,,
,36.058,,
,83.518,,
,682.038,,
,729.530,,
,919.554,,
,964.625,,
,1035.189,,
,1449.931,,
,1613.788,,
,1661.693,,
,1526.970,,
,1398.209,,
,1346.316,,
,1110.737,,
,1067.485,,
,1045.978,,
,1041.225,,
,1015.976,,
,859.195,,
,888.752,,
,947.954,,
,1042.560,,
,1034.758,,
,998.386,,
,984.037,,
,927.595,,
,1090.864,,
,1105.942,,
,1126.065,,
,1236.784,,
,1229.434,,
,1061.840,,
,1009.974,,
,902.405,,
,912.829,,
,970.150,,
,875.932,,
,781.953,,
,937.178,,
,1088.021,,
,1231.707,,
,1679.896,,
,2360.764,,
,2387.444,,
,1860.565,,
,2167.142,,
,2045.729,,
,1991.134,,
,1620.104,,
,1479.764,,
,1293.223,,
,1257.779,,
,1108.125,,
,1023.620,,
,975.713,,
,1117.061,,
,1135.982,,
,1246.469,,
,1233.905,,
,1089.239,,
,1012.105,,
,1005.967,,
,1090.816,,
,1219.204,,
,1027.134,,
,997.608,,
,1005.047,,
,830.466,,
,842.474,,
,896.095,,
,879.713,,
,961.410,,
,1071.423,,
,1090.345,,
,875.688,,
,921.423,,
,889.414,,
,1100.353,,
,1018.901,,
,1064.753,,
,816.472,,
,816.631,,
,887.315,,
,659.139,,
,740.601,,
,848.322,,
,769.837,,
,830.044,,
,897.030,,
,752.798,,
,795.074,,
,793.247,,
,591.749,,
,641.899,,
,670.488,,
,552.032,,
,545.778,,
,671.521,,
,699.396,,
,721.349,,
,656.168,,
,553.340,,
,491.735,,
,506.243,,
,606.496,,
,746.691,,
,663.577,,
,771.045,,
,805.371,,
,903.261,,
,851.471,,
,831.340,,
,791.294,,
,714.951,,
,696.330,,
,690.171,,
,626.435,,
,523.481,,
,460.785,,
,523.651,,
,631.720,,
,616.448,,
,454.254,,
,472.415,,
,526.294,,
,535.710,,
,470.463,,
,570.335,,
,561.967,,
,589.106,,
,783.982,,
,988.319,,
,960.558,,
,1162.732,,
,1108.615,,
,1134.006,,
,1189.054,,
,889.297,,
,924.121,,
,1006.676,,
,1082.443,,
,931.445,,
,881.867,,
,851.536,,
,804.458,,
,645.687,,
,650.093,,
,749.505,,
,643.913,,
,612.345,,
,613.554,,
,623.391,,
,685.484,,
,512.075,,
,484.135,,
,440.923,,
,495.206,,
,474.326,,
,488.451,,
,522.773,,
,588.533,,
,399.756,,
,320.078,,
,448.488,,
,462.324,,
,432.064,,
,341.254,,
,402.596,,
,354.300,,
,493.718,,
,420.387,,
,362.196,,
,490.655,,
,343.856,,
,392.941,,
,322.797,,
,416.296,,
,471.972,,
,380.473,,
,302.158,,
,273.655,,
,255.679,,
,269.539,,
,243.095,,
,321.145,,
,297.699,,
,235.440,,
,305.438,,
,338.394,,
,332.043,,
,354.064,,
,260.216,,
,339.967,,
,278.321,,
,265.966,,
,240.849,,
,258.598,,
,273.258,,
,280.505,,
,203.982,,
,188.697,,
,239.065,,
,201.476,,
,185.597,,
,150.467,,
,317.491,,
,291.587,,
,271.997,,
,186.454,,
,198.490,,
,107.644,,
,107.276,,
,178.190,,
,243.627,,
,168.734,,
,219.375,,
,157.799,,
,165.369,,
,107.817,,
,172.354,,
,155.704,,
,101.267,,
,123.215,,
,113.203,,
,123.096,,
,125.695,,
,159.052,,
,133.657,,
,91.640,,
,79.525,,
,60.476,,
,104.700,,
,149.728,,
,150.064,,
,138.391,,
,168.456,,
,111.109,,
,109.328,,
,133.767,,
,105.209,,
,115.086,,
,119.259,,
,130.410,,
,134.026,,
,131.333,,
,74.947,,
,88.225,,
,72.040,,
,117.715,,
,97.389,,
,98.417,,
,77.939,,
,58.222,,
,73.634,,
,96.947,,
,87.848,,
,56.457,,
,66.865,,
,71.337,,
,80.849,,
,64.313,,
,88.763,,
,106.475,,
,73.128,,
,74.494,,
,46.667,,
,60.880,,
,76.329,,
,105.084,,
,92.344,,
,71.757,,
,79.056,,
,61.130,,
,33.788,,
,67.876,,
,57.549,,
,90.237,,
,55.537,,
,61.147,,
,70.989,,
,51.093,,
,61.498,,
,70.305,,
,65.951,,
,60.398,,
,76.064,,
,84.029,,
,64.902,,
,78.549,,
,84.055,,
,30.639,,
,77.374,,
,68.029,,
,53.461,,
,58.798,,
,51.258,,
,23.373,,
,33.424,,
,54.010,,
,31.369,,
,84.851,,
,38.876,,
,39.884,,
,23.728,,
,44.996,,
,47.179,,
,35.443,,
,57.956,,
,96.734,,
,44.087,,
,76.206,,
,78.167,,
,82.335,,
,42.391,,
,37.964,,
,34.835,,
,43.816,,
,85.475,,
,75.785,,
,45.813,,
,60.818,,
,42.636,,
,48.753,,
,41.038,,
,20.761,,
,60.412,,
,82.926,,
,57.293,,
,38.070,,
,73.789,,
,52.362,,
,29.016,,
,35.575,,
,42.867,,
,26.469,,
,48.016,,
,37.264,,
,56.610,,
,42.253,,
,23.881,,
,60.542,,
,58.534,,
,43.231,,
,59.245,,
,17.567,,
,40.164,,
,42.113,,
,56.199,,
,29.392,,
,54.324,,
,88.803,,
,56.726,,
,41.681,,
,46.780,,
,41.878,,
,60.681,,
,40.147,,
,839.445,,
,925.864,,
,1023.267,,
,983.600,,
,1232.621,,
,1405.956,,
,1460.821,,
,1556.267,,
,1495.789,,
,1374.633,,
,1269.693,,
,1300.314,,
,984.047,,
,1163.162,,
,1119.580,,
,968.144,,
,1069.301,,
,974.161,,
,904.349,,
,928.683,,
,1033.306,,
,1265.729,,
,1194.627,,
,1164.584,,
,1047.890,,
,1053.055,,
,1157.959,,
,1133.162,,
,1069.957,,
,1090.859,,
,942.521,,
,996.887,,
,942.189,,
,1048.249,,
,1052.691,,
,949.906,,
,996.015,,
,992.621,,
,1163.247,,
,1448.399,,
,2167.493,,
,2238.853,,
,1810.970,,
,1849.514,,
,1733.358,,
,1956.072,,
,1684.437,,
,1484.549,,
,1416.384,,
,1281.688,,
,1269.425,,
,1141.938,,
,1077.662,,
,1100.461,,
,1170.506,,
,1164.504,,
,956.728,,
,1001.935,,
,867.126,,
,1026.218,,
,951.905,,
,844.899,,
,849.852,,
,939.539,,
,816.850,,
,816.506,,
,975.860,,
,1035.671,,
,940.784,,
,826.906,,
,1003.044,,
,984.018,,
,997.784,,
,1004.396,,
,1035.530,,
,961.758,,
,982.194,,
,833.618,,
,866.310,,
,1018.733,,
,999.641,,
,1071.894,,
,1071.550,,
,897.901,,
,799.746,,
,760.279,,
,895.754,,
,904.420,,
,800.467,,
,788.052,,
,721.782,,
,709.598,,
,732.929,,
,661.282,,
,599.045,,
,770.349,,
,741.948,,
,561.815,,
,610.027,,
,427.348,,
,549.265,,
,658.112,,
,749.256,,
,540.697,,
,698.210,,
,770.034,,
,700.177,,
,674.373,,
,784.076,,
,815.715,,
,626.713,,
,642.227,,
,732.664,,
,643.837,,
,655.632,,
,729.967,,
,675.842,,
,499.189,,
,499.431,,
,567.830,,
,611.766,,
,457.709,,
,566.403,,
,591.624,,
,584.051,,
,424.517,,
,455.250,,
,573.974,,
,688.028,,
,795.495,,
,917.739,,
,1070.443,,
,1254.159,,
,1309.245,,
,1210.733,,
,1033.317,,
,1039.731,,
,925.473,,
,1006.400,,
,989.801,,
,938.966,,
,684.771,,
,696.180,,
,797.343,,
,570.042,,
,649.037,,
,601.187,,
,748.653,,
,774.323,,
,665.714,,
,497.007,,
,644.273,,
,537.781,,
,490.827,,
,495.240,,
,476.132,,
,442.799,,
,484.498,,
,454.554,,
,440.989,,
,452.058,,
,335.927,,
,311.553,,
,371.295,,
,476.215,,
,504.109,,
,365.982,,
,325.017,,
,345.824,,
,353.862,,
,453.326,,
,355.700,,
,302.899,,
,321.924,,
,334.729,,
,369.609,,
,308.022,,
,331.736,,
,326.427,,
,356.562,,
,266.044,,
,294.049,,
,258.077,,
,226.841,,
,231.676,,
,236.006,,
,303.366,,
,408.177,,
,367.833,,
,388.316,,
,401.385,,
,393.787,,
,312.113,,
,297.743,,
,268.604,,
,259.181,,
,205.809,,
,228.459,,
,275.847,,
,308.932,,
,351.728,,
,270.888,,
,263.940,,
,263.543,,
,261.688,,
,247.369,,
,202.385,,
,138.694,,
,236.751,,
,140.439,,
,129.151,,
,194.418,,
,222.191,,
,297.104,,
,272.008,,
,180.191,,
,160.387,,
,221.670,,
,201.667,,
,198.229,,
,158.153,,
,114.740,,
,128.210,,
,143.806,,
,203.909,,
,115.148,,
,120.077,,
,146.179,,
,156.140,,
,184.850,,
,145.719,,
,149.989,,
,185.931,,
,180.145,,
,173.056,,
,153.603,,
,130.978,,
,151.616,,
,154.971,,
,105.572,,
,109.442,,
,161.420,,
,144.838,,
,72.821,,
,104.589,,
,112.459,,
,73.234,,
,71.646,,
,73.694,,
,90.018,,
,78.627,,
,119.528,,
,82.709,,
,19.346,,
,62.044,,
,61.248,,
,102.444,,
,98.246,,
,77.773,,
,70.791,,
,59.859,,
,43.050,,
,89.175,,
,90.824,,
,74.911,,
,79.577,,
,63.341,,
,53.789,,
,70.665,,
,40.948,,
,43.532,,
,35.646,,
,68.734,,
,97.195,,
,95.982,,
,69.233,,
,37.705,,
,68.234,,
,38.888,,
,67.624,,
,43.070,,
,66.091,,
,55.289,,
,47.138,,
,45.700,,
,109.078,,
,62.764,,
,37.713,,
,55.624,,
,68.553,,
,69.866,,
,22.948,,
,43.974,,
,71.779,,
,41.263,,
,24.174,,
,36.709,,
,22.659,,
,51.551,,
,37.415,,
,62.531,,
,87.570,,
,47.010,,
,55.838,,
,43.599,,
,56.059,,
,38.561,,
,50.538,,
,40.852,,
,47.428,,
,52.911,,
,99.652,,
,57.470,,
,71.635,,
,60.266,,
,42.322,,
,49.438,,
,29.375,,
,30.515,,
,60.862,,
,100.203,,
,32.080,,
,28.362,,
,33.096,,
,32.249,,
,32.082,,
,34.340,,
,33.539,,
,43.732,,
,43.438,,
,42.454,,
,38.586,,
,34.489,,
,49.580,,
,24.026,,
,90.206,,
,30.181,,
,30.772,,
,83.505,,
,56.434,,
,34.692,,
,24.412,,
,39.563,,
,87.826,,
,66.046,,
,58.576,,
,48.548,,
,63.466,,
,50.181,,
,44.577,,
,65.306,,
,43.379,,
,98.123,,
,41.998,,
,68.588,,
,1006.210,,
,979.299,,
,1089.898,,
,1095.477,,
,1145.056,,
,1299.905,,
,1421.727,,
,1589.062,,
,1442.727,,
,1282.379,,
,1175.341,,
,1117.005,,
,1192.720,,
,1047.547,,
,1079.291,,
,913.346,,
,750.438,,
,760.755,,
,916.175,,
,982.658,,
,912.074,,
,1070.125,,
,1089.015,,
,1187.404,,
,1032.853,,
,1150.609,,
,1084.615,,
,1106.112,,
,1125.424,,
,937.765,,
,936.446,,
,1018.378,,
,941.425,,
,951.909,,
,1103.310,,
,1080.700,,
,1031.537,,
,1072.314,,
,1198.443,,
,1551.099,,
,2220.654,,
,2465.353,,
,2024.567,,
,1680.962,,
,1896.130,,
,2008.596,,
,1831.442,,
,1517.440,,
,1166.380,,
,1078.525,,
,1138.916,,
,1000.266,,
,1140.131,,
,1266.974,,
,1135.972,,
,1193.708,,
,1015.397,,
,1145.142,,
,1199.335,,
,958.529,,
,1047.917,,
,976.249,,
,889.822,,
,870.565,,
,747.781,,
,1003.138,,
,1101.237,,
,1123.186,,
,1045.361,,
,1007.781,,
,1054.028,,
,966.881,,
,1123.021,,
,1086.688,,
,1029.340,,
,1014.189,,
,922.449,,
,916.299,,
,916.824,,
,889.507,,
,970.654,,
,879.124,,
,826.830,,
,998.133,,
,825.250,,
,833.551,,
,770.406,,
,789.299,,
,693.733,,
,763.013,,
,773.192,,
,841.786,,
,738.678,,
,646.346,,
,676.158,,
,524.149,,
,653.563,,
,581.778,,
,635.520,,
,566.922,,
,677.242,,
,549.484,,
,625.374,,
,612.457,,
,689.814,,
,766.456,,
,784.775,,
,768.243,,
,862.672,,
,956.833,,
,892.242,,
,716.744,,
,679.810,,
,720.486,,
,683.462,,
,649.347,,
,564.589,,
,495.252,,
,455.219,,
,397.369,,
,653.557,,
,448.115,,
,350.582,,
,378.761,,
,415.963,,
,473.773,,
,518.794,,
,579.189,,
,635.264,,
,1197.822,,
,1176.246,,
,1270.229,,
,1327.067,,
,1278.875,,
,1587.707,,
,1266.902,,
,1026.906,,
,921.440,,
,880.002,,
,811.763,,
,857.413,,
,848.871,,
,968.091,,
,918.360,,
,845.215,,
,741.764,,
,762.304,,
,730.093,,
,602.479,,
,599.018,,
,547.450,,
,556.669,,
,475.791,,
,354.775,,
,423.520,,
,528.510,,
,567.609,,
,566.081,,
,484.537,,
,482.880,,
,417.256,,
,382.042,,
,428.002,,
,340.089,,
,375.410,,
,308.935,,
,325.608,,
,311.336,,
,396.919,,
,308.232,,
,367.553,,
,432.261,,
,414.091,,
,418.947,,
,325.145,,
,249.505,,
,273.755,,
,280.538,,
,317.078,,
,326.419,,
,331.699,,
,301.523,,
,194.675,,
,276.964,,
,400.332,,
,430.224,,
,349.201,,
,390.451,,
,389.913,,
,330.795,,
,392.036,,
,314.245,,
,351.426,,
,324.652,,
,303.893,,
,263.070,,
,318.754,,
,292.311,,
,281.787,,
,250.946,,
,181.222,,
,292.674,,
,320.312,,
,285.956,,
,256.195,,
,207.581,,
,229.333,,
,207.456,,
,201.169,,
,270.936,,
,230.547,,
,226.738,,
,206.963,,
,206.702,,
,213.886,,
,195.519,,
,174.605,,
,196.563,,
,166.768,,
,270.517,,
,204.369,,
,155.366,,
,198.872,,
,129.618,,
,109.235,,
,106.605,,
,124.372,,
,143.867,,
,141.577,,
,130.077,,
,140.507,,
,189.575,,
,213.890,,
,160.463,,
,218.016,,
,219.460,,
,188.810,,
,143.110,,
,150.471,,
,132.234,,
,131.213,,
,116.309,,
,127.682,,
,142.098,,
,180.044,,
,118.239,,
,142.187,,
,87.231,,
,103.145,,
,132.328,,
,98.312,,
,72.179,,
,115.093,,
,126.993,,
,95.334,,
,105.315,,
,46.577,,
,88.829,,
,113.211,,
,78.755,,
,80.033,,
,62.257,,
,68.485,,
,93.935,,
,81.778,,
,71.442,,
,99.738,,
,81.134,,
,52.215,,
,71.605,,
,78.704,,
,57.297,,
,44.862,,
,53.067,,
,65.123,,
,69.560,,
,70.171,,
,56.464,,
,39.149,,
,17.524,,
,24.324,,
,38.257,,
,75.168,,
,91.778,,
,99.560,,
,70.449,,
,97.110,,
,90.448,,
,73.769,,
,98.703,,
,51.028,,
,38.652,,
,25.584,,
,58.567,,
,38.904,,
,65.733,,
,78.517,,
,35.222,,
,24.156,,
,64.933,,
,64.824,,
,78.375,,
,79.710,,
,50.358,,
,53.968,,
,37.301,,
,66.825,,
,65.359,,
,82.651,,
,22.622,,
,50.719,,
,51.174,,
,77.365,,
,79.820,,
,75.164,,
,42.705,,
,36.886,,
,89.017,,
,51.372,,
,68.560,,
,35.136,,
,35.346,,
,43.335,,
,43.077,,
,60.385,,
,49.615,,
,66.289,,
,42.949,,
,51.586,,
,37.949,,
,23.984,,
,49.339,,
,25.754,,
,45.920,,
,63.819,,
,30.116,,
,16.918,,
,91.122,,
,21.362,,
,64.584,,
,69.011,,
,49.195,,
,41.065,,
,59.193,,
,45.467,,
,57.346,,
,45.025,,
,34.805,,
,67.354,,
,69.121,,
,49.798,,
,43.812,,
,40.177,,
,32.743,,
,40.216,,
,794.600,,
,794.047,,
,932.683,,
,860.574,,
,1007.666,,
,1265.170,,
,1361.230,,
,1475.760,,
,1512.765,,
,1391.485,,
,1227.422,,
,998.909,,
,1116.268,,
,1112.238,,
,1106.017,,
,1024.760,,
,867.381,,
,821.408,,
,886.822,,
,1025.071,,
,1130.539,,
,1159.730,,
,1114.245,,
,1130.181,,
,1042.894,,
,1127.487,,
,1204.566,,
,1043.288,,
,1146.241,,
,1019.069,,
,884.348,,
,842.803,,
,861.689,,
,886.834,,
,904.023,,
,1123.352,,
,993.295,,
,1071.948,,
,1151.215,,
,1587.131,,
,2456.354,,
,2413.309,,
,2295.873,,
,2019.980,,
,1898.165,,
,1751.784,,
,1659.819,,
,1312.937,,
,1287.019,,
,975.571,,
,1116.555,,
,1096.246,,
,1141.312,,
,1102.461,,
,1034.277,,
,1065.366,,
,1152.731,,
,1041.898,,
,1002.337,,
,976.679,,
,854.759,,
,776.043,,
,967.571,,
,869.098,,
,1010.306,,
,896.955,,
,925.755,,
,889.621,,
,767.383,,
,952.229,,
,966.279,,
,1016.870,,
,1134.297,,
,912.962,,
,1025.069,,
,1001.599,,
,964.250,,
,1134.537,,
,1029.879,,
,1057.064,,
,991.570,,
,1012.125,,
,853.578,,
,824.715,,
,854.508,,
,950.794,,
,910.331,,
,927.272,,
,870.737,,
,779.618,,
,745.899,,
,778.884,,
,734.325,,
,572.231,,
,561.608,,
,571.224,,
,652.335,,
,698.719,,
,656.145,,
,661.619,,
,504.270,,
,582.286,,
,594.943,,
,592.057,,
,522.893,,
,625.908,,
,787.902,,
,806.833,,
,633.862,,
,755.674,,
,684.545,,
,719.759,,
,731.316,,
,791.662,,
,640.962,,
,618.936,,
,542.450,,
,660.203,,
,612.530,,
,595.372,,
,506.205,,
,512.356,,
,428.730,,
,431.184,,
,476.049,,
,514.323,,
,438.240,,
,451.298,,
,649.674,,
,805.730,,
,937.806,,
,1073.669,,
,1206.297,,
,1316.404,,
,1266.391,,
,1047.578,,
,944.726,,
,844.787,,
,973.400,,
,902.961,,
,932.575,,
,989.058,,
,969.781,,
,806.723,,
,765.268,,
,760.423,,
,655.897,,
,705.928,,
,571.093,,
,659.721,,
,589.469,,
,554.284,,
,502.127,,
,601.428,,
,508.217,,
,537.795,,
,556.877,,
,658.039,,
,545.604,,
,473.823,,
,465.784,,
,482.793,,
,474.523,,
,422.845,,
,419.898,,
,459.477,,
,379.239,,
,493.167,,
,440.930,,
,316.550,,
,418.105,,
,310.351,,
,289.686,,
,367.894,,
,324.606,,
,359.036,,
,356.472,,
,315.111,,
,369.966,,
,364.924,,
,393.309,,
,384.797,,
,350.809,,
,388.827,,
,303.141,,
,306.489,,
,311.433,,
,393.153,,
,455.350,,
,500.750,,
,454.467,,
,304.955,,
,405.585,,
,285.254,,
,290.480,,
,397.903,,
,358.798,,
,412.118,,
,351.943,,
,278.032,,
,293.457,,
,283.713,,
,285.555,,
,351.043,,
,208.027,,
,252.563,,
,319.008,,
,297.269,,
,309.390,,
,299.602,,
,256.177,,
,261.767,,
,204.788,,
,242.530,,
,285.569,,
,209.921,,
,222.168,,
,219.970,,
,179.767,,
,200.532,,
,183.184,,
,226.223,,
,290.968,,
,177.029,,
,123.925,,
,121.725,,
,107.227,,
,104.744,,
,150.642,,
,134.885,,
,127.272,,
,145.562,,
,139.680,,
,207.719,,
,243.580,,
,218.672,,
,243.332,,
,193.694,,
,144.939,,
,160.823,,
,165.216,,
,176.546,,
,135.365,,
,168.679,,
,168.872,,
,135.757,,
,139.423,,
,147.732,,
,150.479,,
,162.812,,
,177.062,,
,126.833,,
,117.520,,
,57.399,,
,65.681,,
,92.982,,
,96.892,,
,94.675,,
,118.428,,
,102.668,,
,92.122,,
,59.301,,
,70.737,,
,85.043,,
,76.766,,
,64.564,,
,75.319,,
,88.439,,
,76.973,,
,47.087,,
,51.035,,
,86.981,,
,73.248,,
,66.430,,
,86.477,,
,51.387,,
,73.580,,
,47.784,,
,80.591,,
,118.499,,
,65.924,,
,100.327,,
,99.355,,
,59.930,,
,56.844,,
,72.526,,
,79.544,,
,77.984,,
,21.351,,
,55.937,,
,73.264,,
,78.838,,
,47.859,,
,43.008,,
,48.043,,
,79.203,,
,56.066,,
,71.611,,
,57.584,,
,51.918,,
,101.113,,
,66.001,,
,78.224,,
,53.608,,
,27.705,,
,60.597,,
,84.641,,
,63.566,,
,59.746,,
,61.005,,
,43.901,,
,39.195,,
,76.614,,
,80.055,,
,51.058,,
,89.674,,
,122.567,,
,97.181,,
,63.445,,
,52.659,,
,42.863,,
,45.218,,
,61.529,,
,67.050,,
,64.400,,
,71.105,,
,70.977,,
,73.081,,
,34.098,,
,69.558,,
,60.183,,
,62.510,,
,44.300,,
,38.959,,
,78.699,,
,54.823,,
,30.400,,
,36.945,,
,41.970,,
,60.939,,
,70.394,,
,51.692,,
,67.803,,
,65.131,,
,57.116,,
,63.677,,
,66.220,,
,82.856,,
,88.177,,
,50.551,,
,44.741,,
,57.218,,
,45.761,,
,50.459,,
,57.166,,
,731.115,,
,741.040,,
,918.480,,
,977.427,,
,1188.226,,
,1216.796,,
,1482.251,,
,1501.141,,
,1407.091,,
,1273.242,,
,1454.778,,
,1250.802,,
,1143.150,,
,999.897,,
,916.647,,
,964.358,,
,896.544,,
,839.911,,
,993.169,,
,928.785,,
,901.511,,
,1018.897,,
,1163.918,,
,1146.861,,
,1116.245,,
,1182.840,,
,1136.449,,
,1050.248,,
,968.752,,
,873.845,,
,940.996,,
,799.483,,
,925.382,,
,866.853,,
,877.820,,
,850.390,,
,1024.559,,
,1115.799,,
,1282.331,,
,1455.614,,
,2225.049,,
,2089.296,,
,1756.510,,
,1852.124,,
,1935.548,,
,1732.228,,
,1660.304,,
,1550.925,,
,1164.773,,
,1156.244,,
,1210.713,,
,1091.596,,
,1242.101,,
,1165.672,,
,1148.690,,
,1054.607,,
,1191.971,,
,1123.984,,
,1114.206,,
,884.413,,
,802.201,,
,1007.402,,
,933.329,,
,917.929,,
,886.820,,
,812.417,,
,697.497,,
,944.532,,
,1037.531,,
,984.691,,
,1007.231,,
,994.483,,
,1060.380,,
,1055.645,,
,943.377,,
,938.656,,
,1020.073,,
,980.778,,
,1031.404,,
,865.416,,
,795.989,,
,791.870,,
,810.144,,
,767.635,,
,672.277,,
,842.257,,
,1009.603,,
,855.533,,
,856.961,,
,754.859,,
,810.720,,
,792.882,,
,738.811,,
,716.918,,
,644.160,,
,684.539,,
,684.299,,
,718.974,,
,621.561,,
,710.911,,
,637.163,,
,613.840,,
,558.343,,
,723.281,,
,642.846,,
,718.532,,
,818.278,,
,774.061,,
,763.429,,
,938.819,,
,771.269,,
,710.447,,
,837.020,,
,782.477,,
,671.105,,
,623.936,,
,610.187,,
,620.401,,
,605.618,,
,527.479,,
,463.048,,
,561.918,,
,454.683,,
,381.547,,
,545.396,,
,519.489,,
,539.185,,
,630.569,,
,755.742,,
,759.539,,
,956.961,,
,1064.789,,
,1274.803,,
,1079.341,,
,1108.905,,
,993.326,,
,941.381,,
,934.802,,
,1115.737,,
,989.204,,
,996.581,,
,914.683,,
,812.825,,
,680.168,,
,697.081,,
,750.752,,
,807.873,,
,689.926,,
,903.627,,
,773.277,,
,530.751,,
,502.636,,
,515.453,,
,477.223,,
,502.392,,
,434.666,,
,463.560,,
,396.052,,
,443.408,,
,436.077,,
,429.937,,
,335.759,,
,350.374,,
,361.824,,
,417.887,,
,344.682,,
,426.572,,
,410.214,,
,417.263,,
,372.171,,
,431.411,,
,381.484,,
,534.865,,
,528.171,,
,443.099,,
,399.938,,
,318.645,,
,338.127,,
,286.525,,
,271.847,,
,276.929,,
,260.916,,
,326.910,,
,334.797,,
,283.132,,
,291.228,,
,368.595,,
,410.165,,
,339.464,,
,387.408,,
,406.255,,
,392.393,,
,393.520,,
,533.484,,
,449.769,,
,419.010,,
,330.337,,
,281.804,,
,302.007,,
,307.851,,
,284.481,,
,338.398,,
,324.704,,
,328.699,,
,314.219,,
,291.458,,
,282.250,,
,275.722,,
,282.135,,
,299.682,,
,320.093,,
,333.759,,
,213.813,,
,262.577,,
,211.071,,
,304.544,,
,267.358,,
,219.517,,
,164.024,,
,163.544,,
,228.202,,
,181.500,,
,230.449,,
,148.530,,
,173.383,,
,171.378,,
,138.199,,
,132.406,,
,117.730,,
,171.096,,
,134.849,,
,160.272,,
,203.012,,
,220.837,,
,201.934,,
,213.939,,
,221.001,,
,190.429,,
,178.802,,
,219.127,,
,179.063,,
,163.235,,
,134.990,,
,162.187,,
,201.405,,
,171.444,,
,158.789,,
,128.551,,
,128.716,,
,153.362,,
,119.991,,
,105.384,,
,121.365,,
,122.797,,
,69.879,,
,70.272,,
,75.339,,
,65.320,,
,74.524,,
,89.713,,
,87.992,,
,85.015,,
,127.038,,
,134.080,,
,99.578,,
,133.955,,
,161.819,,
,185.792,,
,108.060,,
,66.440,,
,111.264,,
,109.977,,
,52.501,,
,77.558,,
,80.875,,
,105.821,,
,51.557,,
,60.730,,
,54.919,,
,102.915,,
,91.186,,
,87.650,,
,86.389,,
,32.987,,
,108.026,,
,59.441,,
,65.044,,
,67.983,,
,40.704,,
,52.414,,
,44.394,,
,67.048,,
,109.651,,
,46.211,,
,74.117,,
,54.075,,
,75.066,,
,104.731,,
,72.609,,
,49.324,,
,39.398,,
,67.090,,
,79.757,,
,67.131,,
,73.542,,
,81.111,,
,44.301,,
,52.691,,
,88.814,,
,86.032,,
,76.581,,
,44.407,,
,69.165,,
,62.984,,
,70.316,,
,91.795,,
,91.471,,
,64.941,,
,39.502,,
,59.435,,
,31.617,,
,48.803,,
,37.507,,
,39.376,,
,41.231,,
,59.480,,
,13.632,,
,62.386,,
,88.623,,
,102.633,,
,83.737,,
,80.184,,
,57.012,,
,44.878,,
,41.536,,
,54.585,,
,49.747,,
,41.460,,
,46.568,,
,66.228,,
,69.415,,
,91.754,,
,76.046,,
,66.015,,
,82.847,,
,69.475,,
,61.511,,
,56.287,,
,73.465,,
,53.167,,
,112.739,,
,73.086,,
,61.410,,
,92.885,,
,53.709,,
,819.905,,
,909.496,,
,945.454,,
,985.686,,
,1057.904,,
,1237.972,,
,1424.103,,
,1508.902,,
,1496.813,,
,1373.319,,
,1130.297,,
,1207.198,,
,1125.292,,
,973.265,,
,928.841,,
,809.528,,
,977.928,,
,925.656,,
,1114.993,,
,961.719,,
,925.050,,
,919.736,,
,905.566,,
,1107.809,,
,1145.707,,
,1288.021,,
,1102.184,,
,1092.098,,
,1240.461,,
,1078.247,,
,1134.451,,
,972.393,,
,901.415,,
,955.659,,
,930.884,,
,898.445,,
,943.246,,
